"CODIGO","NOME","CODUOME","NOMEUO","SEDE","MORADA","LOCALIDADE","CONCELHO","DISTRITO","CP","CODDSR","CODQZP","GRUPONATUREZAINST","CICLO","FAX","URL","EMAIL","TELEFONE1","TELEFONE2"
"254551","Escola Básica de São João da Foz, Porto","152201","Agrupamento de Escolas Garcia de Orta, Porto","N","R. Escultor Henrique Moreira","PORTO","Porto","Porto","4150-397","Norte","QZP.09","Publico","Pré-escolar;1º Ciclo","226154089","","eb1.n33.porto@escolas.min-edu.pt; ","226154089",""
"254563","Escola Básica das Condominhas, Porto","152213","Agrupamento de Escolas Leonardo Coimbra - Filho, Porto","N","Lg. Póvoa de Varzim","PORTO","Porto","Porto","4150-195","Norte","QZP.09","Publico","Pré-escolar;1º Ciclo","","","eb1.n34.porto@escolas.min-edu.pt; ","226171505",""
"242925","Escola Básica da Pasteleira, Porto","152213","Agrupamento de Escolas Leonardo Coimbra - Filho, Porto","N","R. João Rodrigues Cabrilho","PORTO","Porto","Porto","4150-434","Norte","QZP.09","Publico","Pré-escolar;1º Ciclo","","","eb1ji.n46.porto@escolas.min-edu.pt; ","226183554",""
"254575","Escola Básica Fernão de Magalhães, Porto","152225","Agrupamento de Escolas Aurélia de Sousa, Porto","N","R. D. Agostinho Jesus Sousa","PORTO","Porto","Porto","4000-015","Norte","QZP.09","Publico","Pré-escolar;1º Ciclo","225379484","","eb1.n4.porto@escolas.min-edu.pt; ","225379484",""
"242974","Escola Básica das Florinhas, Porto","152225","Agrupamento de Escolas Aurélia de Sousa, Porto","N","R. da Escola Normal, 28 (Florinhas do Lar) - Bonfim","PORTO","Porto","Porto","4000-199","Norte","QZP.09","Publico","1º Ciclo","225379484","","eb1.n5.porto@escolas.min-edu.pt; ","225370725",""
"253571","Escola Básica da Fontinha, Porto","152225","Agrupamento de Escolas Aurélia de Sousa, Porto","N","R. Raúl Dória","PORTO","Porto","Porto","4000-409","Norte","QZP.09","Publico","Pré-escolar;1º Ciclo","222051407","","eb1.n23.porto@escolas.min-edu.pt; ","222084206",""
"253546","Escola Básica do Monte Aventino, Porto","152237","Agrupamento de Escolas António Nobre, Porto","N","R. Rodrigo Álvares - Campanhã","PORTO","Porto","Porto","4350-277","Norte","QZP.09","Publico","Pré-escolar;1º Ciclo","225020897","http://www.ae-anobre.pt","eb1ji.n22.porto@escolas.min-edu.pt; ","225020897",""
"293763","Escola Básica de São João de Deus, Porto","152237","Agrupamento de Escolas António Nobre, Porto","N","Rua 2 - Bairro de S. João de Deus","PORTO","Porto","Porto","4350-146","Norte","QZP.09","Publico","Pré-escolar;1º Ciclo","225402303","http://www.ae-anobre.pt","eb12.sjoaodeus@escolas.min-edu.pt; ","225407254",""
"252062","Escola Básica de Montebello, Porto","152237","Agrupamento de Escolas António Nobre, Porto","N","Rua Alcântara","PORTO","Porto","Porto","4350-280","Norte","QZP.09","Publico","Pré-escolar;1º Ciclo","225020208","http://www.ae-anobre.pt","eb1.n15.porto@escolas.min-edu.pt; ","225020208",""
"295772","Escola Básica das Antas, Porto","152237","Agrupamento de Escolas António Nobre, Porto","N","Rua da Renascença Portuguesa, 227","PORTO","Porto","Porto","4350-110","Norte","QZP.09","Publico","Pré-escolar;1º Ciclo","","http://www.ae-anobre.pt","","",""
"251562","Escola Básica do Desterro, Póvoa de Varzim","152249","Agrupamento de Escolas Dr. Flávio Gonçalves, Póvoa de Varzim","N","Largo Raul Brandão","PÓVOA DE VARZIM","Póvoa de Varzim","Porto","4490-433","Norte","QZP.09","Publico","1º Ciclo","252684336","","eb1.n3.povoavarzim@escolas.min-edu.pt; ","252683118",""
"248265","Escola Básica de Sininhos, Póvoa de Varzim","152249","Agrupamento de Escolas Dr. Flávio Gonçalves, Póvoa de Varzim","N","R. Manuel Silva, 23","PÓVOA DE VARZIM","Póvoa de Varzim","Porto","4490-657","Norte","QZP.09","Publico","1º Ciclo","252684336","","eb1.n2.povoavarzim@escolas.min-edu.pt; ","252612205",""
"240801","Escola Básica de Nova, Póvoa de Varzim","152249","Agrupamento de Escolas Dr. Flávio Gonçalves, Póvoa de Varzim","N","R. Dr. Leonardo Coimbra","PÓVOA DE VARZIM","Póvoa de Varzim","Porto","4490-621","Norte","QZP.09","Publico","1º Ciclo","252252684","","eb1.n1.povoavarzim@escolas.min-edu.pt; ","252683425",""
"292382","Escola Básica de Pedreira, Argivai, Póvoa de Varzim","152250","Agrupamento de Escolas Cego do Maio, Póvoa de Varzim","N","Rua Festa da Hera","ARGIVAI","Póvoa de Varzim","Porto","4490-238","Norte","QZP.09","Publico","Pré-escolar;1º Ciclo","","","eb1.pedreiraargivai@escolas.min-edu.pt; ","252612396",""
"292400","Escola Básica da Rua do Século, Póvoa de Varzim","152250","Agrupamento de Escolas Cego do Maio, Póvoa de Varzim","N","Rua do Século","PÓVOA DE VARZIM","Póvoa de Varzim","Porto","4490-582","Norte","QZP.09","Publico","Pré-escolar;1º Ciclo","252688609","","eb1.n6.povoavarzim@escolas.min-edu.pt; ","252620897",""
"292394","Escola Básica da Giesteira, Póvoa de Varzim","152250","Agrupamento de Escolas Cego do Maio, Póvoa de Varzim","N","Rua Almeida Brandão","PÓVOA DE VARZIM","Póvoa de Varzim","Porto","4490-462","Norte","QZP.09","Publico","Pré-escolar;1º Ciclo","","","eb1.n7.povoavarzim@escolas.min-edu.pt; ","252683515",""
"292357","Escola Básica de Aldeia, Aguçadoura, Póvoa de Varzim","152262","Agrupamento de Escolas de Aver-o-Mar, Póvoa de Varzim","N","Rua da Pinguela, 9","PÓVOA DE VARZIM","Póvoa de Varzim","Porto","4495-030","Norte","QZP.09","Publico","Pré-escolar;1º Ciclo","252600149","","eb1.n3.codicheira@escolas.min-edu.pt; ","252600140",""
"292345","Escola Básica de Agro Velho, Aver-o-Mar, Póvoa de Varzim","152262","Agrupamento de Escolas de Aver-o-Mar, Póvoa de Varzim","N","Rua Cidade da Póvoa","PÓVOA DE VARZIM","Póvoa de Varzim","Porto","4490-043","Norte","QZP.09","Publico","Pré-escolar;1º Ciclo","252611327","","eb1.n3.aldeianova@escolas.min-edu.pt; ","252612505",""
"287702","Escola Básica de Teso, Póvoa de Varzim","152262","Agrupamento de Escolas de Aver-o-Mar, Póvoa de Varzim","N","Rua Nossa Senhora do Ó","PÓVOA DE VARZIM","Póvoa de Varzim","Porto","4490-000","Norte","QZP.09","Publico","Pré-escolar;1º Ciclo","252601819","","eb1ji.teso@escolas.min-edu.pt; ","252601554",""
"244077","Escola Básica de Refojos, Aver-o-Mar, Póvoa de Varzim","152262","Agrupamento de Escolas de Aver-o-Mar, Póvoa de Varzim","N","Rua Gomes de Amorim","PÓVOA DE VARZIM","Póvoa de Varzim","Porto","4490-091","Norte","QZP.09","Publico","1º Ciclo","","","eb1.n2.anovaaveromar@escolas.min-edu.pt; ","252612605",""
"292369","Escola Básica de Navais, Póvoa de Varzim","152262","Agrupamento de Escolas de Aver-o-Mar, Póvoa de Varzim","N","Rua de Perlades nº 103","NAVAIS","Póvoa de Varzim","Porto","4495-221","Norte","QZP.09","Publico","Pré-escolar;1º Ciclo","","","eb1.n2.outeironavais@escolas.min-edu.pt; ","252614246",""
"245549","Escola Básica de Fieiro, Aguçadoura, Póvoa de Varzim","152262","Agrupamento de Escolas de Aver-o-Mar, Póvoa de Varzim","N","Av. da Praia","PÓVOA DE VARZIM","Póvoa de Varzim","Porto","4495-031","Norte","QZP.09","Publico","1º Ciclo","","","eb1.n2.codicheira@escolas.min-edu.pt; ","252601360",""
"292370","Escola Básica de Paço, Terroso, Póvoa de Varzim","152274","Agrupamento de Escolas Campo Aberto, Póvoa de Varzim","N","R. Escola Nova","TERROSO","Póvoa de Varzim","Porto","4495-523","Norte","QZP.09","Publico","1º Ciclo","252691424","","eb1.n3.ssalvador@escolas.min-edu.pt; ","252692826",""
"227420","Escola Básica de Igreja, Beiriz, Póvoa de Varzim","152274","Agrupamento de Escolas Campo Aberto, Póvoa de Varzim","N","Lugar da Igreja","PÓVOA DE VARZIM","Póvoa de Varzim","Porto","4495-332","Norte","QZP.09","Publico","Pré-escolar;1º Ciclo","","","eb1.igrejabeiriz@escolas.min-edu.pt; ","252696742",""
"210110","Escola Básica de Cadilhe, Amorim, Póvoa de Varzim","152274","Agrupamento de Escolas Campo Aberto, Póvoa de Varzim","N","R. José da Silva Martins","AMORIM","Póvoa de Varzim","Porto","4495-154","Norte","QZP.09","Publico","1º Ciclo","","","eb1.cadilhe@escolas.min-edu.pt; ","252613923",""
"344035","Escola Básica de Rates, Póvoa de Varzim","152286","Agrupamento de Escolas de Rates, Póvoa de Varzim","S","R. António Joaquim Guimarães, 559","RATES","Póvoa de Varzim","Porto","4570-415","Norte","QZP.09","Publico","1º Ciclo;2º Ciclo;3º Ciclo","252951838","http://portal.aerates.pt","direcao@aerates.edu.gov.pt; servicos@aerates.edu.gov.pt; ","252951179",""
"267624","Escola Básica de Quinta, Balazar, Póvoa de Varzim","152286","Agrupamento de Escolas de Rates, Póvoa de Varzim","N","Rua Dona Benta","BALAZAR PVZ","Póvoa de Varzim","Porto","4570-044","Norte","QZP.09","Publico","1º Ciclo","","","eb1.quintabalasar@escolas.min-edu.pt; ","252959250",""
"251380","Escola Básica de Machuqueiras, Laúndos, Póvoa de Varzim","152286","Agrupamento de Escolas de Rates, Póvoa de Varzim","N","Rua dos Bragas","LAUNDOS","Póvoa de Varzim","Porto","4570-334","Norte","QZP.09","Publico","1º Ciclo","","","eb1.n3.outeiro@escolas.min-edu.pt; ","252607322",""
"292412","Escola Básica de Granja, Rates, Póvoa de Varzim","152286","Agrupamento de Escolas de Rates, Póvoa de Varzim","N","Rua da Escola Nova, s/n","RATES","Póvoa de Varzim","Porto","4570-427","Norte","QZP.09","Publico","Pré-escolar;1º Ciclo","","","eb1.n2.ppovoavarzim@escolas.min-edu.pt; ","252950751",""
"222938","Escola Básica de Fontainhas, Póvoa de Varzim","152286","Agrupamento de Escolas de Rates, Póvoa de Varzim","N","Rua da Feira","BALAZAR PVZ","Póvoa de Varzim","Porto","4570-030","Norte","QZP.09","Publico","Pré-escolar;1º Ciclo","","","eb1.fbalazar@escolas.min-edu.pt; ","252950689",""
"271007","Escola Básica de São José, Refojos de Riba de Ave, Santo Tirso","152298","Agrupamento de Escolas D. Dinis, Santo Tirso","N","Avenida da Igreja","REFOJOS DE RIBA DE AVE","Santo Tirso","Porto","4825-336","Norte","QZP.09","Publico","Pré-escolar;1º Ciclo","","","eb1.sjrefojosribaave@escolas.min-edu.pt; ","252891382",""
"261725","Escola Básica de Parada, Carreira, Santo Tirso","152298","Agrupamento de Escolas D. Dinis, Santo Tirso","N","Rua de São Tiago","SANTO TIRSO","Santo Tirso","Porto","4825-152","Norte","QZP.09","Publico","Pré-escolar;1º Ciclo","","","eb1.paradacarreira@escolas.min-edu.pt; ","252891435",""
"217633","Escola Básica de Igreja, Guimarei, Santo Tirso","152298","Agrupamento de Escolas D. Dinis, Santo Tirso","N","Rua de Guimarei","SANTO TIRSO","Santo Tirso","Porto","4825-189","Norte","QZP.09","Publico","Pré-escolar;1º Ciclo","","","eb1.costaguimarei@escolas.min-edu.pt; ","252891363",""
"211254","Escola Básica de Cantim, Reguenga, Santo Tirso","152298","Agrupamento de Escolas D. Dinis, Santo Tirso","N","Rua de Fagilde","REGUENGA","Santo Tirso","Porto","4825-420","Norte","QZP.09","Publico","Pré-escolar;1º Ciclo","229698409","","eb1.cantimreguenga@escolas.min-edu.pt; ","229686093",""
"210675","Escola Básica de Campinhos, Agrela, Santo Tirso","152298","Agrupamento de Escolas D. Dinis, Santo Tirso","N","Rua Urbanização das Escolas","AGRELA STS","Santo Tirso","Porto","4825-062","Norte","QZP.09","Publico","Pré-escolar;1º Ciclo","","","eb1.campinhos@escolas.min-edu.pt; ","229685262",""
"236676","Escola Básica de Arcozelo, Água Longa, Santo Tirso","152298","Agrupamento de Escolas D. Dinis, Santo Tirso","N","Rua das Escolas","ÁGUA LONGA","Santo Tirso","Porto","4825-084","Norte","QZP.09","Publico","Pré-escolar;1º Ciclo","","","eb1.aagualonga@escolas.min-edu.pt; ","229686268",""
"343225","Escola Básica de São Martinho, São Martinho do Campo, Santo Tirso","152304","Agrupamento de Escolas de São Martinho, Santo Tirso","S","R. da Escola Secundária","SÃO MARTINHO CAMPO","Santo Tirso","Porto","4795-468","Norte","QZP.09","Publico","Pré-escolar;1º Ciclo;2º Ciclo;3º Ciclo","252840329","http://agsmartinho-m.ccems.pt","direcao@aesmartinho.edu.gov.pt; servicos@aesmartinho.edu.gov.pt; ","252840320",""
"269347","Escola Básica de Ribeira, Santo Tirso","152304","Agrupamento de Escolas de São Martinho, Santo Tirso","N","Rua da Ribeira","RORIZ STS","Santo Tirso","Porto","4795-333","Norte","QZP.09","Publico","Pré-escolar;1º Ciclo","","","eb1.ribeiraroriz@escolas.min-edu.pt; ","252872428",""
"267557","Escola Básica de Quelha, Santo Tirso","152304","Agrupamento de Escolas de São Martinho, Santo Tirso","N","Lugar do Assento - São Salvador do Campo","RORIZ STS","Santo Tirso","Porto","4795-536","Norte","QZP.09","Publico","Pré-escolar;1º Ciclo","","","eb1.quelha@escolas.min-edu.pt; ","252842368",""
"227407","Escola Básica de Olival, Santo Tirso","152304","Agrupamento de Escolas de São Martinho, Santo Tirso","N","Lugar Olival","SÃO MAMEDE NEGRELOS","Santo Tirso","Porto","4795-418","Norte","QZP.09","Publico","Pré-escolar;1º Ciclo","","","eb1.ismamedenegrelos@escolas.min-edu.pt; ","252842260",""
"293489","Escola Básica de Lage, Santo Tirso","152304","Agrupamento de Escolas de São Martinho, Santo Tirso","N","Vilarinho - Lage","VILARINHO STS","Santo Tirso","Porto","4795-795","Norte","QZP.09","Publico","Pré-escolar;1º Ciclo","","","eb1.n2.presa@escolas.min-edu.pt; ","253587884",""
"296363","Escola Básica de Costa, Roriz, Santo Tirso","152304","Agrupamento de Escolas de São Martinho, Santo Tirso","N","Travessa da Urbanização Quinta de S. João","RORIZ STS","Santo Tirso","Porto","4795-266","Norte","QZP.09","Publico","Pré-escolar;1º Ciclo","","","","",""
"215065","Escola Básica de Cedões, Santiago de Bougado, Trofa","152316","Agrupamento de Escolas da Trofa","N","Rua de Cedões","TROFA","Trofa","Porto","4785-000","Norte","QZP.09","Publico","Pré-escolar;1º Ciclo","252417456","http://pagina.netc.pt","eb1.cedoes@escolas.min-edu.pt; ","252412551",""
"245940","Escola Básica de Esprela, São Martinho de Bougado, Trofa","152316","Agrupamento de Escolas da Trofa","N","R. Pinheiro Chagas","TROFA","Trofa","Porto","4785-180","Norte","QZP.09","Publico","Pré-escolar;1º Ciclo","","","eb1.n2.esprela@escolas.min-edu.pt; ","252417229",""
"206283","Escola Básica de Bairros, Santiago de Bougado, Trofa","152316","Agrupamento de Escolas da Trofa","N","Desterro nº 26 Bairros","TROFA","Trofa","Porto","4785-000","Norte","QZP.09","Publico","Pré-escolar;1º Ciclo","","http://pagina.netc.pt","eb1.bairros@escolas.min-edu.pt; ","252416660",""
"228783","Escola Básica de Lagoa, Santiago de Bougado, Trofa","152316","Agrupamento de Escolas da Trofa","N","Rua Mestre Portela Lagoa","TROFA","Trofa","Porto","4785-589","Norte","QZP.09","Publico","Pré-escolar;1º Ciclo","252417456","http://pagina.netc.pt","eb1.lsantiagobougado@escolas.min-edu.pt; ","252417456",""
"261865","Escola Básica de Paradela, Trofa","152316","Agrupamento de Escolas da Trofa","N","Rua Arnaldo Gama","TROFA","Trofa","Porto","4785-231","Norte","QZP.09","Publico","Pré-escolar;1º Ciclo","","","eb1.pbsaomartinho@escolas.min-edu.pt; ","252417448",""
"240266","Escola Básica de Paranho, São Martinho do Bougado, Trofa","152316","Agrupamento de Escolas da Trofa","N","R. Nuno Álvares Pereira, 16","TROFA","Trofa","Porto","4785-384","Norte","QZP.09","Publico","Pré-escolar;1º Ciclo","","","eb1.paranho@escolas.min-edu.pt; ","252414123",""
"287647","Escola Básica de Finzes, Trofa","152316","Agrupamento de Escolas da Trofa","N","Rua António Feliciano de Castilho","TROFA","Trofa","Porto","4785-287","Norte","QZP.09","Publico","Pré-escolar;1º Ciclo","252428293","","eb1ji.finzes@escolas.min-edu.pt; ","252403609",""
"253728","Escola Básica de Montes da Costa, Ermesinde, Valongo","152328","Agrupamento de Escolas de São Lourenço, Valongo","N","R. Humberto Delgado","ERMESINDE","Valongo","Porto","4445-450","Norte","QZP.09","Publico","Pré-escolar;1º Ciclo","229737736","","eb1ji.n6.ermesinde@escolas.min-edu.pt; ","229721757",""
"238302","Escola Básica de Carvalhal, Ermesinde, Valongo","152328","Agrupamento de Escolas de São Lourenço, Valongo","N","Praceta Alberto Dias Taborda - Carvalhal","ERMESINDE","Valongo","Porto","4445-317","Norte","QZP.09","Publico","Pré-escolar;1º Ciclo","229737736","","eb1ji.n1.ermesinde@escolas.min-edu.pt; ","229716356",""
"245902","Escola Básica de Costa, Ermesinde, Valongo","152328","Agrupamento de Escolas de São Lourenço, Valongo","N","R. da Escola da Costa - Costa","ERMESINDE","Valongo","Porto","4445-420","Norte","QZP.09","Publico","Pré-escolar;1º Ciclo","229737736","","eb1ji.n2.ermesinde@escolas.min-edu.pt; ","229722884",""
"254095","Escola Básica de Saibreiras, Ermesinde, Valongo","152328","Agrupamento de Escolas de São Lourenço, Valongo","N","Rua das Leiras","ERMESINDE","Valongo","Porto","4445-492","Norte","QZP.09","Publico","Pré-escolar;1º Ciclo","229737736","","eb1ji.n7.ermesinde@escolas.min-edu.pt; ","229759795",""
"296508","Escola Básica Mirante dos Sonhos, Ermesinde, Valongo","152328","Agrupamento de Escolas de São Lourenço, Valongo","N","Rua Raúl Brandão, 195","ERMESINDE","Valongo","Porto","4445-580","Norte","QZP.09","Publico","Pré-escolar;1º Ciclo","","","","",""
"294287","Escola Básica Nova de Valongo","152330","Agrupamento de Escolas de Vallis Longus, Valongo","N","Av. Dr. Fernando Melo, s/n","VALONGO","Valongo","Porto","4440-777","Norte","QZP.09","Publico","Pré-escolar;1º Ciclo","","","eb1ji.novavalongo@escolas.min-edu.pt; ","224211706",""
"277447","Escola Básica de Susão, Valongo","152330","Agrupamento de Escolas de Vallis Longus, Valongo","N","Rua da Escola Nova","VALONGO","Valongo","Porto","4440-552","Norte","QZP.09","Publico","Pré-escolar;1º Ciclo","224229384","","eb1ji.susao@escolas.min-edu.pt; ","224229382",""
"249622","Escola Básica de Calvário, Valongo","152330","Agrupamento de Escolas de Vallis Longus, Valongo","N","Av. 5 de Outubro","VALONGO","Valongo","Porto","4440-503","Norte","QZP.09","Publico","Pré-escolar;1º Ciclo","224229389","","eb1ji.n2.valongo@escolas.min-edu.pt; ","224229387",""
"252931","Escola Básica de Ilha, Valongo","152330","Agrupamento de Escolas de Vallis Longus, Valongo","N","R. da Passagem","VALONGO","Valongo","Porto","4440-565","Norte","QZP.09","Publico","Pré-escolar;1º Ciclo","224220589","","eb1ji.n4.valongo@escolas.min-edu.pt; ","224220589",""
"294974","Escola Básica de Estação, Valongo","152330","Agrupamento de Escolas de Vallis Longus, Valongo","N","Rua António Augusto Paupério","VALONGO","Valongo","Porto","4440-503","Norte","QZP.09","Publico","Pré-escolar;1º Ciclo","","","","",""
"294871","Escola Básica de Valado, Valongo","152330","Agrupamento de Escolas de Vallis Longus, Valongo","N","Rua do Valado","VALONGO","Valongo","Porto","4440-503","Norte","QZP.09","Publico","Pré-escolar;1º Ciclo","","","","",""
"251896","Escola Básica de Boavista, Valongo","152330","Agrupamento de Escolas de Vallis Longus, Valongo","N","Rua Nossa Senhora dos Chãos, 90","VALONGO","Valongo","Porto","4440-602","Norte","QZP.09","Publico","Pré-escolar;1º Ciclo","","","eb1ji.n3.valongo@escolas.min-edu.pt; ","224220397",""
"238995","Escola Básica de Balselhas, Valongo","152341","Agrupamento de Escolas de Campo, Valongo","N","Rua da  Escola Nova","CAMPO VLG","Valongo","Porto","4440-051","Norte","QZP.09","Publico","Pré-escolar;1º Ciclo","224155078","","eb1ji.n1.igreja@escolas.min-edu.pt; ","224155078",""
"292436","Escola Básica de Moirais, Campo, Valongo","152341","Agrupamento de Escolas de Campo, Valongo","N","Rua dos Moirais","CAMPO VLG","Valongo","Porto","4440-131","Norte","QZP.09","Publico","Pré-escolar;1º Ciclo","224110509","","eb1.moirais@escolas.min-edu.pt; ","224110509",""
"260885","Escola Básica de Outeiro, Campo, Valongo","152341","Agrupamento de Escolas de Campo, Valongo","N","R. 1º de Maio","CAMPO VLG","Valongo","Porto","4440-013","Norte","QZP.09","Publico","Pré-escolar;1º Ciclo","224110634","","eb1ji.outeirocampo@escolas.min-edu.pt; ","224110634",""
"251045","Escola Básica de Retorta, Valongo","152341","Agrupamento de Escolas de Campo, Valongo","N","R. Central da Retorta","CAMPO VLG","Valongo","Porto","4440-030","Norte","QZP.09","Publico","Pré-escolar;1º Ciclo","224110504","","eb1ji.n3.iretorta@escolas.min-edu.pt; ","224110504",""
"252530","Escola Básica de Azenha, Valongo","152341","Agrupamento de Escolas de Campo, Valongo","N","R. do Parque Infantil","CAMPO VLG","Valongo","Porto","4440-119","Norte","QZP.09","Publico","Pré-escolar;1º Ciclo","224110507","","eb1ji.n4.igreja@escolas.min-edu.pt; ","224110507",""
"245082","Escola Básica de Fijós, Sobrado, Valongo","152353","Agrupamento de Escolas de Valongo","N","Rua de Fijós","SOBRADO","Valongo","Porto","4440-334","Norte","QZP.09","Publico","Pré-escolar;1º Ciclo","","","eb1ji.n2.campelo@escolas.min-edu.pt; ","224113945",""
"296430","Escola Básica n.º 1 de Campelo, Sobrado, Valongo","152353","Agrupamento de Escolas de Valongo","N","Largo do Passal, 100","SOBRADO","Valongo","Porto","4440-301","Norte","QZP.09","Publico","Pré-escolar;1º Ciclo","","","","",""
"250661","Escola Básica de Paço, Sobrado, Valongo","152353","Agrupamento de Escolas de Valongo","N","Rua Central do Paço","SOBRADO","Valongo","Porto","4440-311","Norte","QZP.09","Publico","Pré-escolar;1º Ciclo","","","eb1ji.n3.campelo@escolas.min-edu.pt; ","224111816",""
"206362","Escola Básica de Balsa, Sobrado, Valongo","152353","Agrupamento de Escolas de Valongo","N","R. D. António Prior do Crato","SOBRADO","Valongo","Porto","4440-391","Norte","QZP.09","Publico","Pré-escolar;1º Ciclo","","","eb1ji.balsa@escolas.min-edu.pt; ","224111326",""
"293568","Escola Básica de Lombelho, Igreja, Valongo","152365","Agrupamento de Escolas de Alfena, Valongo","N","Rua de S. José, 198 - Igreja","ALFENA","Valongo","Porto","4445-204","Norte","QZP.09","Publico","Pré-escolar;1º Ciclo","","","eb1.alfena@escolas.min-edu.pt; ","229672474",""
"251069","Escola Básica de Codiceira, Alfena, Valongo","152365","Agrupamento de Escolas de Alfena, Valongo","N","R. Nª Sra. do Amparo","ERMESINDE","Valongo","Porto","4445-000","Norte","QZP.09","Publico","Pré-escolar;1º Ciclo","","","eb1ji.n3.ialfena@escolas.min-edu.pt; ","229671498",""
"292448","Escola Básica de Cabeda, Valongo","152365","Agrupamento de Escolas de Alfena, Valongo","N","R. das Escolas","ALFENA","Valongo","Porto","4445-109","Norte","QZP.09","Publico","Pré-escolar;1º Ciclo","","","eb1.cabedaalfena@escolas.min-edu.pt; ","229670870",""
"246517","Escola Básica de Barreiro, Alfena, Valongo","152365","Agrupamento de Escolas de Alfena, Valongo","N","R. dos Combatentes","ALFENA","Valongo","Porto","4445-071","Norte","QZP.09","Publico","Pré-escolar;1º Ciclo","","","eb1ji.n2.igreja@escolas.min-edu.pt; ","229671389",""
"252438","Escola Básica de Sampaio, Ermesinde, Valongo","152377","Agrupamento de Escolas de Ermesinde, Valongo","N","Rua das Escolas de Sampaio","ERMESINDE","Valongo","Porto","4445-425","Norte","QZP.09","Publico","Pré-escolar;1º Ciclo","229750110","","eb1ji.n4.ermesinde@escolas.min-edu.pt; ","229750110",""
"253273","Escola Básica de Gandra, Ermesinde, Valongo","152377","Agrupamento de Escolas de Ermesinde, Valongo","N","Rua de Cabinda","ERMESINDE","Valongo","Porto","4445-359","Norte","QZP.09","Publico","Pré-escolar;1º Ciclo","229718719","","eb1ji.n5.ermesinde@escolas.min-edu.pt; ","229718719",""
"250855","Escola Básica de Bela, Ermesinde, Valongo","152377","Agrupamento de Escolas de Ermesinde, Valongo","N","Rua Escola da Bela","ERMESINDE","Valongo","Porto","4445-342","Norte","QZP.09","Publico","Pré-escolar;1º Ciclo","229670491","","eb1ji.n3.ermesinde@escolas.min-edu.pt; ","229670491",""
"292655","Escola Básica de Caxinas, Vila do Conde","152389","Agrupamento de Escolas Frei João de Vila do Conde, Vila do Conde","N","Av. Cidade de Guimarães - Caxinas","VILA DO CONDE","Vila do Conde","Porto","4480-660","Norte","QZP.09","Publico","Pré-escolar;1º Ciclo","252640489","","eb1.caxinas@escolas.min-edu.pt; ","252640480",""
"292450","Escola Básica de Benguiados, Vila do Conde","152389","Agrupamento de Escolas Frei João de Vila do Conde, Vila do Conde","N","Rua dos Benguiados","VILA DO CONDE","Vila do Conde","Porto","4480-794","Norte","QZP.09","Publico","Pré-escolar;1º Ciclo","252638194","","eb1.n6.vconde@escolas.min-edu.pt; ","252614056",""
"296053","Escola Básica das Violetas, Vila do Conde","152389","Agrupamento de Escolas Frei João de Vila do Conde, Vila do Conde","N","Rua Professor Mário Corino de Andrade 186","VILA DO CONDE","Vila do Conde","Porto","4480-344","Norte","QZP.09","Publico","Pré-escolar;1º Ciclo","","","","",""
"295176","Escola Básica Bento de Freitas, Vila do Conde","152389","Agrupamento de Escolas Frei João de Vila do Conde, Vila do Conde","N","Avenida Bento de Freitas, 577","VILA DO CONDE","Vila do Conde","Porto","4480-656","Norte","QZP.09","Publico","Pré-escolar;1º Ciclo","","","","",""
"242100","Escola Básica n.º 1 de Vila do Conde","152390","Agrupamento de Escolas D. Afonso Sanches, Vila do Conde","N","R. Dr. António de Andrade","VILA DO CONDE","Vila do Conde","Porto","4480-806","Norte","QZP.09","Publico","Pré-escolar;1º Ciclo","252240950","","eb1.n1.vconde@escolas.min-edu.pt; ","252642661",""
"341927","Escola Básica Júlio Saúl Dias, Vila do Conde","152390","Agrupamento de Escolas D. Afonso Sanches, Vila do Conde","N","Alameda Flâmula Pais","VILA DO CONDE","Vila do Conde","Porto","4480-881","Norte","QZP.09","Publico","Pré-escolar;1º Ciclo;2º Ciclo;3º Ciclo;Artistico","252240954","","eb23.juliosauldias@escolas.min-edu.pt; ","252240950",""
"292539","Escola Básica de Casal do Monte, Retorta, Vila do Conde","152390","Agrupamento de Escolas D. Afonso Sanches, Vila do Conde","N","Largo de Santa Luzia","RETORTA","Vila do Conde","Porto","4480-357","Norte","QZP.09","Publico","1º Ciclo","","","eb1.casalmonte@escolas.min-edu.pt; ","252642399",""
"292527","Escola Básica de Azurara, Vila do Conde","152390","Agrupamento de Escolas D. Afonso Sanches, Vila do Conde","N","R. Rita Conceição Martins","AZURARA","Vila do Conde","Porto","4480-176","Norte","QZP.09","Publico","Pré-escolar;1º Ciclo","","","eb1.azurara@escolas.min-edu.pt; ","252644421",""
"292515","Escola Básica de Areia, Vila do Conde","152390","Agrupamento de Escolas D. Afonso Sanches, Vila do Conde","N","Rua Nossa Senhora de Fátima","ÁRVORE","Vila do Conde","Porto","4480-125","Norte","QZP.09","Publico","Pré-escolar;1º Ciclo","","","eb1.areiaarvore@escolas.min-edu.pt; ","252642349",""
"247029","Escola Básica de Pena, Madalena, Vila Nova de Gaia","152419","Agrupamento de Escolas da Madalena, Vila Nova de Gaia","N","R. da Pena, 182","VILA NOVA DE GAIA","Vila Nova de Gaia","Porto","4405-778","Norte","QZP.09","Publico","Pré-escolar;1º Ciclo","","","eb1ji.n2.maninho@escolas.min-edu.pt; ","227139250",""
